"TUITIONFEE_OUT","ADM_RATE","STABBR","INSTNM","COSTT4_A","UGDS","ACTCM25","ACTCM75","SATMT25","SATMT75"
"NULL","NULL","TN","VolunteerBeautyAcademyDyersburg","NULL","50","NULL","NULL","NULL","NULL"
"15325","NULL","TN","VolunteerStateCommunityCollege","12505","6566","NULL","NULL","NULL","NULL"
"15336","NULL","TN","WaltersStateCommunityCollege","9979","4553","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","WestTennesseeBusinessCollege","NULL","197","NULL","NULL","NULL","NULL"
"5985","NULL","TN","WilliamMooreCollegeofTechnology","14106","269","NULL","NULL","NULL","NULL"
"30830","0.4992","TX","AbileneChristianUniversity","42942","3695","22","27","480","590"
"3794","NULL","TX","AlvinCommunityCollege","9931","4982","NULL","NULL","NULL","NULL"
"4578","NULL","TX","AmarilloCollege","9313","9019","NULL","NULL","NULL","NULL"
"4950","NULL","TX","AngelinaCollege","11005","3626","NULL","NULL","NULL","NULL"
"16252","0.7672","TX","AngeloStateUniversity","19138","5325","18","23","440","540"
"11000","NULL","TX","ArlingtonBaptistCollege","18900","184","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","ArlingtonCareerInstitute","NULL","236","NULL","NULL","NULL","NULL"
"17664","NULL","TX","TheArtInstituteofHouston","29963","1642","NULL","NULL","NULL","NULL"
"36230","0.541","TX","AustinCollege","48837","1233","22","28","540","640"
"11340","NULL","TX","AustinCommunityCollegeDistrict","13358","32524","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","AustinPresbyterianTheologicalSeminary","NULL","NULL","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","BaldwinBeautySchoolSouthAustin","NULL","43","NULL","NULL","NULL","NULL"
"1488","NULL","TX","BaptistHealthSystemSchoolofHealthProfessions","NULL","686","NULL","NULL","NULL","NULL"
"5700","0.7","TX","BaptistMissionaryAssociationTheologicalSeminary","NULL","65","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","BaylorCollegeofMedicine","NULL","NULL","NULL","NULL","NULL","NULL"
"40198","0.4367","TX","BaylorUniversity","53892","14139","25","30","580","670"
"3576","NULL","TX","CoastalBendCollege","10336","2382","NULL","NULL","NULL","NULL"
"5904","NULL","TX","BlinnCollege","15327","18025","NULL","NULL","NULL","NULL"
"14566","0.8778","TX","RemingtonCollegeDallasCampus","25534","890","NULL","NULL","NULL","NULL"
"14200","0.3758","TX","VetTechInstituteofHouston","19330","254","NULL","NULL","NULL","NULL"
"5025","NULL","TX","BrazosportCollege","9958","3123","NULL","NULL","NULL","NULL"
"5220","NULL","TX","BrookhavenCollege","9178","8835","NULL","NULL","NULL","NULL"
"5220","NULL","TX","CedarValleyCollege","10018","5069","NULL","NULL","NULL","NULL"
"6420","NULL","TX","CentralTexasCollege","9473","13443","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","CharlesandSuesSchoolofHairDesign","NULL","13","NULL","NULL","NULL","NULL"
"4410","NULL","TX","CiscoCollege","12971","3480","NULL","NULL","NULL","NULL"
"3720","NULL","TX","ClarendonCollege","12245","1346","NULL","NULL","NULL","NULL"
"28160","0.8214","TX","ConcordiaUniversityTexas","38243","1672","19","24","450","550"
"NULL","NULL","TX","Conlee'sCollegeofCosmetology","NULL","38","NULL","NULL","NULL","NULL"
"4800","NULL","TX","NorthCentralTexasCollege","9603","9427","NULL","NULL","NULL","NULL"
"17442","0.8377","TX","TexasAMUniversityCorpusChristi","18941","9552","17","23","440","540"
"NULL","NULL","TX","CosmetologyCareerCenterL","NULL","276","NULL","NULL","NULL","NULL"
"24890","0.4191","TX","DallasBaptistUniversity","35589","3220","19","24","510","600"
"16536","0.5092","TX","DallasChristianCollege","26321","315","15","20","349","499"
"11150","NULL","TX","DallasInstituteofFuneralService","16913","145","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","DallasTheologicalSeminary","NULL","NULL","NULL","NULL","NULL","NULL"
"35800","0.64","TX","UniversityofDallas","49643","1336","24","30","540","650"
"4808","NULL","TX","DelMarCollege","10504","10852","NULL","NULL","NULL","NULL"
"19350","NULL","TX","CareerPointCollege","34091","387","NULL","NULL","NULL","NULL"
"24218","0.5532","TX","EastTexasBaptistUniversity","34561","1164","18","23","470","570"
"16437","0.7087","TX","TexasAMUniversityTexarkana","15670","1397","19","24","440","540"
"15562","0.4744","TX","TexasAMUniversityCommerce","17720","7857","18","24","440","540"
"5220","NULL","TX","EastfieldCollege","9100","9945","NULL","NULL","NULL","NULL"
"5220","NULL","TX","ElCentroCollege","9700","7437","NULL","NULL","NULL","NULL"
"4042","NULL","TX","ElPasoCommunityCollege","9536","27583","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","WesternTechnicalCollege","NULL","569","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","WesternTechnicalCollege","NULL","1020","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","EpiscopalTheologicalSeminaryoftheSouthwest","NULL","NULL","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","ExpositoSchoolofHairDesign","NULL","47","NULL","NULL","NULL","NULL"
"17664","NULL","TX","SouthUniversityTheArtInstituteofDallas","30421","925","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","FortWorthBeautySchool","NULL","85","NULL","NULL","NULL","NULL"
"4042","NULL","TX","FrankPhillipsCollege","12399","487","NULL","NULL","NULL","NULL"
"4270","NULL","TX","GalvestonCollege","8415","1751","NULL","NULL","NULL","NULL"
"3888","NULL","TX","GraysonCollege","12180","3593","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","HallmarkUniversity","NULL","833","NULL","NULL","NULL","NULL"
"24500","0.6","TX","HardinSimmonsUniversity","33721","1575","19","25","470","570"
"4680","NULL","TX","TrinityValleyCommunityCollege","12320","4400","NULL","NULL","NULL","NULL"
"3310","NULL","TX","HillCollege","13413","2709","NULL","NULL","NULL","NULL"
"29800","0.3323","TX","HoustonBaptistUniversity","38046","2240","20","26","490","570"
"16170","0.6538","TX","UniversityofHoustonClearLake","21754","5403","19","24","480","560"
"3756","NULL","TX","HoustonCommunityCollege","11744","56359","NULL","NULL","NULL","NULL"
"15140","0.7763","TX","UniversityofHoustonDowntown","16284","13101","16","20","420","510"
"18804","0.5317","TX","UniversityofHoustonVictoria","18462","2954","NULL","NULL","NULL","NULL"
"20519","0.5972","TX","UniversityofHouston","23267","33300","23","28","540","640"
"5402","NULL","TX","HowardCollege","10132","3994","NULL","NULL","NULL","NULL"
"25600","0.8525","TX","HowardPayneUniversity","34788","1052","18","23","430","530"
"14346","0.4742","TX","HustonTillotsonUniversity","26453","968","14","18","350","460"
"27798","0.9222","TX","UniversityoftheIncarnateWord","37501","6249","18","23","430","530"
"NULL","NULL","TX","InternationalBusinessCollegeElPaso","NULL","59","NULL","NULL","NULL","NULL"
"18048","0.8935","TX","ITTTechnicalInstituteArlington","27741","518","NULL","NULL","NULL","NULL"
"18048","0.9183","TX","ITTTechnicalInstituteHoustonWest","27198","598","NULL","NULL","NULL","NULL"
"7275","NULL","TX","JacksonvilleCollegeMainCampus","15081","259","NULL","NULL","NULL","NULL"
"11720","NULL","TX","JarvisChristianCollege","22954","863","NULL","NULL","NULL","NULL"
"16625","0.5489","TX","KDConservatoryCollegeofFilmandDramaticArts","20859","126","NULL","NULL","NULL","NULL"
"4320","NULL","TX","KilgoreCollege","10149","5630","NULL","NULL","NULL","NULL"
"17362","0.7911","TX","LamarUniversity","18852","9008","18","24","440","540"
"13310","NULL","TX","LamarStateCollegeOrange","8311","1876","NULL","NULL","NULL","NULL"
"17233","NULL","TX","LamarStateCollegePortArthur","13470","1698","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","LaredoBeautyCollegeInc","NULL","153","NULL","NULL","NULL","NULL"
"5858","NULL","TX","LaredoCommunityCollege","10473","7792","NULL","NULL","NULL","NULL"
"16150","0.4801","TX","TexasAMInternationalUniversity","17025","6349","16","20","420","520"
"3520","NULL","TX","LeeCollege","12170","6027","NULL","NULL","NULL","NULL"
"27900","0.4548","TX","LeTourneauUniversity","39986","1933","22","29","520","650"
"NULL","NULL","TX","LincolnCollegeofTechnologyGrandPrairie","NULL","872","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","LubbockHairAcademy","NULL","67","NULL","NULL","NULL","NULL"
"20360","0.9608","TX","LubbockChristianUniversity","30642","1471","19","25","430","555"
"3873","NULL","TX","CollegeoftheMainland","8338","4013","NULL","NULL","NULL","NULL"
"26100","0.804","TX","UniversityofMaryHardinBaylor","37000","3173","20","26","470","570"
"4560","NULL","TX","McLennanCommunityCollege","12169","6907","NULL","NULL","NULL","NULL"
"25763","0.5334","TX","McMurryUniversity","36688","1002","16","21","410","510"
"4675","1","TX","CovenantSchoolofNursingandAlliedHealth","NULL","292","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","MetroplexBeautySchool","NULL","36","NULL","NULL","NULL","NULL"
"4128","NULL","TX","MidlandCollege","12911","4434","NULL","NULL","NULL","NULL"
"9955","0.76","TX","MidwesternStateUniversity","16382","5287","19","24","450","550"
"NULL","NULL","TX","MimsClassicBeautyCollege","NULL","26","NULL","NULL","NULL","NULL"
"13310","NULL","TX","WadeCollege","25760","202","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","SouthernCareersInstituteAustin","NULL","386","NULL","NULL","NULL","NULL"
"5220","NULL","TX","MountainViewCollege","8551","6849","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","EverestInstituteSanAntonio","NULL","273","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","TintSchoolofMakeupandCosmetologyIrving","NULL","78","NULL","NULL","NULL","NULL"
"5068","NULL","TX","NavarroCollege","15078","9592","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","NeilsonBeautyCollege","NULL","28","NULL","NULL","NULL","NULL"
"3544","NULL","TX","LoneStarCollegeSystem","10727","59193","NULL","NULL","NULL","NULL"
"5220","NULL","TX","NorthLakeCollege","9423","8284","NULL","NULL","NULL","NULL"
"19090","0.7015","TX","UniversityofNorthTexas","20291","30533","21","26","500","600"
"5696","NULL","TX","NortheastTexasCommunityCollege","13557","2245","NULL","NULL","NULL","NULL"
"10200","0.8571","TX","NorthwoodUniversityTexas","36986","208","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","OblateSchoolofTheology","NULL","NULL","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","OceanCorporation","NULL","358","NULL","NULL","NULL","NULL"
"5160","NULL","TX","OdessaCollege","12290","4050","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","OgleSchoolHairSkinNailsArlington","NULL","143","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","OgleSchoolHairSkinNailsFtWorth","NULL","176","NULL","NULL","NULL","NULL"
"26148","0.681","TX","OurLadyoftheLakeUniversity","35256","1498","17","22","410","510"
"16652","0.8224","TX","TheUniversityofTexasRioGrandeValley","12151","24473","17","21","430","530"
"5598","NULL","TX","TexasSouthmostCollege","11201","3166","NULL","NULL","NULL","NULL"
"3648","NULL","TX","PanolaCollege","13163","2104","NULL","NULL","NULL","NULL"
"3540","NULL","TX","ParisJuniorCollege","12222","3701","NULL","NULL","NULL","NULL"
"8275","0.5987","TX","PaulQuinnCollege","26782","420","14","18","345","420"
"22272","0.8595","TX","PrairieViewAMUniversity","20794","6925","16","20","390","470"
"4710","NULL","TX","RangerCollege","11529","1856","NULL","NULL","NULL","NULL"
"17997","NULL","TX","AviationInstituteofMaintenanceHouston","28537","208","NULL","NULL","NULL","NULL"
"42253","0.1596","TX","RiceUniversity","56316","3879","32","35","710","800"
"5220","NULL","TX","RichlandCollege","8422","14166","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","BrightwoodCollegeMcAllen","NULL","531","NULL","NULL","NULL","NULL"
"38720","0.7745","TX","SaintEdward'sUniversity","49239","4018","23","27","510","600"
"10740","NULL","TX","StPhilip'sCollege","12010","8111","NULL","NULL","NULL","NULL"
"30310","0.7803","TX","UniversityofStThomas","40040","1720","22","27","500","610"
"16978","0.7271","TX","SamHoustonStateUniversity","20001","17401","19","24","440","540"
"10740","NULL","TX","SanAntonioCollege","11957","17004","NULL","NULL","NULL","NULL"
"3688","NULL","TX","SanJacintoCommunityCollege","12607","23870","NULL","NULL","NULL","NULL"
"25086","0.9014","TX","SchreinerUniversity","35300","1124","19","24","450","550"
"NULL","NULL","TX","SeguinBeautySchoolSeguin","NULL","32","NULL","NULL","NULL","NULL"
"27160","0.552","TX","StMary'sUniversity","37691","2292","20","25","470","570"
"3560","NULL","TX","SouthPlainsCollege","8361","7303","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","SouthTexasBarberCollegeInc","NULL","47","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","SouthTexasCollegeofLawHouston","NULL","NULL","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","SouthTexasVocationalTechnicalInstituteWeslaco","NULL","293","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","SouthTexasVocationalTechnicalInstituteMcAllen","NULL","330","NULL","NULL","NULL","NULL"
"48190","0.4895","TX","SouthernMethodistUniversity","63364","6348","28","32","620","720"
"NULL","NULL","TX","SouthwestSchoolofBusinessandTechnicalCareersSanAntonio","NULL","90","NULL","NULL","NULL","NULL"
"4468","NULL","TX","SouthwestTexasJuniorCollege","12144","4044","NULL","NULL","NULL","NULL"
"19180","0.2796","TX","SouthwesternAssembliesofGodUniversity","32183","1639","18","23","400","510"
"37560","0.4422","TX","SouthwesternUniversity","49090","1515","23","29","520","630"
"16920","0.6157","TX","StephenFAustinStateUniversity","23387","10562","19","24","450","550"
"20268","0.7084","TX","TexasStateUniversity","20506","33480","21","25","470","560"
"19916","0.4851","TX","SouthwesternAdventistUniversity","29490","724","17","22","380","500"
"7764","NULL","TX","SouthwesternChristianCollege","14651","150","NULL","NULL","NULL","NULL"
"15287","0.7997","TX","SulRossStateUniversity","19773","2140","15","20","390","480"
"15990","0.4967","TX","TarletonStateUniversity","17952","10749","18","23","430","530"
"4920","NULL","TX","TarrantCountyCollegeDistrict","9959","41871","NULL","NULL","NULL","NULL"
"6396","NULL","TX","TempleCollege","9500","5518","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","UniversityofTexasSouthwesternMedicalCenter","NULL","0","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","TheUniversityofTexasHealthScienceCenteratSanAntonio","NULL","793","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","TheUniversityofTexasMedicalBranch","NULL","745","NULL","NULL","NULL","NULL"
"1952","NULL","TX","TexarkanaCollege","13037","2575","NULL","NULL","NULL","NULL"
"20191","0.8237","TX","TexasAMUniversityKingsville","20969","5630","17","22","440","540"
"28768","0.6664","TX","TexasAMUniversityCollegeStation","22893","48707","25","30","550","670"
"19104","0.6636","TX","TheUniversityofTexasatArlington","21900","30358","20","26","490","610"
"34676","0.3924","TX","TheUniversityofTexasatAustin","26119","39057","26","32","600","720"
"26894","0.6148","TX","TheUniversityofTexasatDallas","23133","15559","25","31","600","700"
"19159","0.9999","TX","TheUniversityofTexasatElPaso","15277","20004","17","22","430","540"
"19236","0.6447","TX","TheUniversityofTexasatTyler","21164","6059","20","25","490","590"
"NULL","NULL","TX","TexasChiropracticCollegeFoundationInc","NULL","NULL","NULL","NULL","NULL","NULL"
"40720","0.4328","TX","TexasChristianUniversity","53532","8851","25","30","550","650"
"10008","NULL","TX","TexasCollege","19707","853","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","UniversityofNorthTexasHealthScienceCenter","NULL","NULL","NULL","NULL","NULL","NULL"
"27900","0.5072","TX","TexasLutheranUniversity","38564","1320","19","23","470","565"
"6090","0.8449","TX","TheUniversityofTexasofthePermianBasin","14482","3527","18","22","460","540"
"17169","0.7795","TX","TheUniversityofTexasatSanAntonio","18962","23921","20","25","470","580"
"NULL","NULL","TX","BrightwoodCollegeHouston","NULL","336","NULL","NULL","NULL","NULL"
"20426","0.509","TX","TexasSouthernUniversity","23414","6696","15","19","370","460"
"17388","0.6306","TX","TexasTechUniversity","21869","28868","23","27","520","620"
"24454","0.4595","TX","TexasWesleyanUniversity","34663","1787","19","23","460","540"
"16308","0.8592","TX","TexasWoman'sUniversity","17565","9395","17","23","420","530"
"37856","0.4803","TX","TrinityUniversity","50550","2213","27","32","580","680"
"NULL","NULL","TX","TheUniversityofTexasHealthScienceCenteratHouston","NULL","677","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","TexasTechUniversityHealthSciencesCenter","NULL","1464","NULL","NULL","NULL","NULL"
"4420","NULL","TX","TylerJuniorCollege","13602","10887","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","UniversalTechnicalInstituteofTexasInc","NULL","1781","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","UniversityofCosmetologyArtsSciencesMcAllen","NULL","227","NULL","NULL","NULL","NULL"
"6300","NULL","TX","VernonCollege","11423","2366","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","VictoriaBeautyCollegeInc","NULL","148","NULL","NULL","NULL","NULL"
"4650","NULL","TX","VictoriaCollege","12231","3410","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","VogueCollegeofCosmetologyMcAllen","NULL","196","NULL","NULL","NULL","NULL"
"13680","0.9871","TX","WaylandBaptistUniversity","23563","3828","16","23","390","515"
"5280","NULL","TX","WeatherfordCollege","11755","5370","NULL","NULL","NULL","NULL"
"7829","0.6689","TX","WestTexasAMUniversity","18621","7266","18","23","440","543"
"3696","NULL","TX","WesternTexasCollege","11046","924","NULL","NULL","NULL","NULL"
"4214","NULL","TX","WhartonCountyJuniorCollege","8885","6232","NULL","NULL","NULL","NULL"
"11828","NULL","TX","WileyCollege","21376","1172","NULL","NULL","NULL","NULL"
"NULL","0.8333","UT","AmeriTechCollegeProvo","NULL","73","NULL","NULL","NULL","NULL"
"NULL","NULL","UT","BridgerlandAppliedTechnologyCollege","NULL","926","NULL","NULL","NULL","NULL"
"5150","0.4805","UT","BrighamYoungUniversityProvo","17504","30221","27","31","580","680"
"5100","0.3562","HI","BrighamYoungUniversityHawaii","14187","2557","22","26","490","570"
"13500","NULL","UT","BroadviewUniversityWestJordan","25714","150","NULL","NULL","NULL","NULL"
"NULL","NULL","UT","CameoCollegeofEssentialBeauty","NULL","145","NULL","NULL","NULL","NULL"
"NULL","NULL","UT","ShermanKendallAcademySaltLakeCity","NULL","50","NULL","NULL","NULL","NULL"
"NULL","NULL","UT","ShermanKendallAcademyMidvale","NULL","20","NULL","NULL","NULL","NULL"
"NULL","NULL","UT","DavisAppliedTechnologyCollege","NULL","1804","NULL","NULL","NULL","NULL"
